,authors,by_statement,contributions,contributors,copyright_date,coverimage,covers,create,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,identifiers.goodreads,identifiers.google,identifiers.librarything,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_places,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,,edited by Darby Lewes.,"['Lewes, Darby, 1946-']",,,,[1376599],,/type/datetime,2008-04-01T03:28:50.625462,,,,['821/.7'],,,,,,,,,['2142763'],,['5123535'],['0739104721'],,,/books/OL3555206M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:20:20.531677,4,['PR5442.S58 B75 2003'],['2002010417'],,,,/type/text,Includes bibliographical references (p. 165-171) and index.,182.0,,,,,"xiii, 182 p. :",,,mdu,2003,"['Lanham, Md']",['Lexington Books'],4,,,"['Great Britain', 'Great Britain.']",,"['19th century.', '19th century']","['Shelley, Percy Bysshe, 1792-1822 -- Political and social views.', 'Shelley, Percy Bysshe, 1792-1822 -- Friends and associates.', 'Literature and society -- Great Britain -- History -- 19th century.', 'English literature -- 19th century -- History and criticism.', 'Utopias in literature.', 'Utopias -- Great Britain.', 'Great Britain -- Intellectual life -- 19th century.']",the Shelley circle's utopian project,"[{'value': 'Setting minds afloat : Shelley and Barruel in Ireland / Hugh Roberts', 'type': '/type/text'}, {'value': ""A political poetics : Percy Shelley's utopian activism / Julie M. Dugger"", 'type': '/type/text'}, {'value': 'Toward an imaginative politics : a convergence of theory and practice in A philosophical view of reform / Christofer Foss', 'type': '/type/text'}, {'value': 'Private visions/public responsibilities : the Alastor volume / Kyle Grimes', 'type': '/type/text'}, {'value': ""Re/membering home : utopian domesticity in Mary Shelley's Lodore / Melissa Sites"", 'type': '/type/text'}, {'value': ""The aesthetic of utopia in Shelley's Queen Mab / James P. Silver"", 'type': '/type/text'}, {'value': ""Science and spirit : Shelley's vegetarian essays and the body as utopian state / Lisbeth Chapin"", 'type': '/type/text'}, {'value': ""Prophet and loss : women and Shelley's utopian experiment / Darby Lewes."", 'type': '/type/text'}, {'value': '', 'type': '/type/text'}]",brighter morn,A ,/type/edition,,,,,,,
0,[{'key': '/authors/OL24057A'}],by Nancy Smiler Levinson ; illustrated by Valeria Petrone.,"['Petrone, Valeria, ill.']",,,,"[168550, 167022]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A monkey keeps trying to take a photograph of a giraffe couple, but the other animals insist on pushing their way into the picture.",['[E]'],,,,,,['Fiction.'],,,"['28757', '1051252']",,['1190055'],"['0307261107', '0307461106']",,,/books/OL3556290M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:22:06.211885,5,['PZ7.L5794 Say 2003'],['2002013401'],,,,,,,,,,,1 v. (unpaged) :,,,nyu,2003,['New York'],['Random House'],5,"['Step into reading. Step 1', 'Step into reading.']",['marc:marc_records_scriblio_net/part14.dat:25347572:1014'],,,,"['Photography -- Fiction', 'Monkeys -- Fiction', 'Giraffe -- Fiction', 'Animals -- Fiction']",,,Say cheese!,,/type/edition,,,,,,,[{'key': '/works/OL90354W'}]
0,[{'key': '/authors/OL24310A'}],Marc Brown.,,,,,"[233669, 231679]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Arthur is in for some embarrassing moments after he, D.W., and their mother shop for school supplies and end up buying two identical backpacks.",['[E]'],,,,,,['Fiction.'],['IA174401'],['arthursbacktosch00brow'],"['632788', '6710787']",,['1195726'],"['0375810005', '037591000X']",,,/books/OL3556456M,[{'key': '/languages/eng'}],/type/datetime,2012-03-15T22:19:08.634370,7,['PZ7.B81618 Aokf 2003'],['2002013780'],,,,/type/text,"""Step into reading sticker book""--Cover p. [2].",48.0,arthursbacktosch00brow,,,,48 p. :,,,nyu,2003,['New York'],['Random House'],7,['Step into reading.'],"['marc:marc_records_scriblio_net/part14.dat:25531728:1063', 'ia:arthursbacktosch00brow']",,,,"['Embarrassment -- Fiction', 'First day of school -- Fiction', 'Backpacks -- Fiction', 'Brothers and sisters -- Fiction', 'Aardvark -- Fiction']",a sticker book,,Arthur's back-to-school surprise,,/type/edition,,,,,,,[{'key': '/works/OL18900W'}]
0,[{'key': '/authors/OL1477371A'}],Elizabeth Sage.,,,,,[4288928],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],Five Star 1st ed.,,,,,['Fiction.'],,,['759789'],,,['078624111X'],,,/books/OL3557752M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PR9199.4.S34 F56 2002'],['2002017505'],,,,,,229.0,,,['48941415'],,229 p. ;,,,meu,2002,"['Waterville, Me']",['Five Star'],6,"[""Five Star first edition women's fiction series""]","['marc:marc_records_scriblio_net/part14.dat:26901145:896', 'marc:marc_loc_updates/v37.i50.records.utf8:4227558:902']",['Canada'],,,"['Triangles (Interpersonal relations) -- Fiction', 'Women -- Canada -- Fiction', 'Surrogate mothers -- Fiction', 'Problem families -- Fiction', 'Canada -- Fiction']",,,Finding home,,/type/edition,,,,,,,
0,[{'key': '/authors/OL233523A'}],by Brian Evenson ; introduction to the Bison Books edition by Alphonso Lingis ; with a new afterword by the author.,,,,,[574052],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,,,['146772'],,['2732147'],['0803267444'],,,/books/OL3557943M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:23:59.155811,6,['PS3555.V326 A79 2002'],['2002017982'],,,,/type/text,"""Bison books""--Spine.",278.0,,,,,"xix, 278 p. ;",,,nbu,2002,['Lincoln'],['University of Nebraska Press'],6,,"['marc:marc_records_scriblio_net/part14.dat:27098377:679', 'marc:marc_loc_updates/v35.i15.records.utf8:4514820:900']",,,,,stories and a novella,,Altmann's tongue,,/type/edition,,,,,,,[{'key': '/works/OL1946151W'}]
0,[{'key': '/authors/OL26545A'}],Philip Pullman.,,,,,[540929],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"As the boundaries between worlds begin to dissolve, Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife.",['[Fic]'],,,,,,,,,['305310'],,['4432994'],['0786241241'],,,/books/OL3558685M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PZ7.P968 Su 2002'],['2002019907'],,,,/type/text,"Originally published: New York : A.A. Knopf, 1997.
Sequel to: The golden compass.
Sequel: The amber spyglass.",493.0,,,['48966551'],,493 p. (large print) ;,,,meu,2002,"['Waterville, Me']",['Thorndike Press'],6,"['His dark materials ;', 'bk. 2']",['marc:marc_records_scriblio_net/part14.dat:27832653:1072'],,,,"['Large type books', 'Fantasy', 'Large type books']",,,The subtle knife,,/type/edition,,,,,,,[{'key': '/works/OL29021W'}]
0,[{'key': '/authors/OL223269A'}],David Marion Wilkinson.,,,,,[1696574],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,,['IA138724'],['emptyquarter00wilk'],['1717096'],,['2758850'],['0965187926'],,,/books/OL355901M,[{'key': '/languages/eng'}],/type/datetime,2011-10-04T22:37:04.393665,9,['PS3573.I44185 E46 1998'],['98015700'],,,,,,,emptyquarter00wilk,,['38870661'],,p. cm.,,,cau,1998,"['Albany, Calif']","['Boaz Pub. Co.', 'Distributed by Publishers Group West']",9,,"['marc:marc_records_scriblio_net/part27.dat:68549063:790', 'marc:marc_loc_updates/v37.i38.records.utf8:11321661:790', 'ia:emptyquarter00wilk']",['Saudi Arabia'],,,"['Oil well drilling rigs -- Fiction', 'Americans -- Saudi Arabia -- Fiction', 'Saudi Arabia -- Fiction']",,,The empty quarter,,/type/edition,,,,,,,[{'key': '/works/OL1865109W'}]
0,[{'key': '/authors/OL1477656A'}],edited by Charles Fanning.,"['Fanning, Charles.']",,,,[1531517],,/type/datetime,2008-04-01T03:28:50.625462,,,,['820.9/9417'],,,,,,,,,"['3755321', '6656591']",,['2392632'],"['0809324814', '0809324822']",,,/books/OL3559181M,[{'key': '/languages/eng'}],/type/datetime,2014-07-29T03:41:09.697162,8,['PR8714 .K45 2002'],['2002020932'],,,,/type/text,Includes bibliographical references and index.,290.0,selectedwritings00kell,,,,"xvi, 290 p. ;",,,ilu,2002,['Carbondale'],['Southern Illinois University Press'],8,,['ia:selectedwritings00kell'],['Ireland'],,,"['English literature -- Irish authors -- History and criticism.', 'American literature -- Irish American authors -- History and criticism.', 'Irish literature -- History and criticism.', 'Irish Americans -- Intellectual life.', 'Irish Americans in literature.', 'Ireland -- In literature.', 'Ireland -- Civilization.']",,,Selected writings of John V. Kelleher on Ireland and Irish America,,/type/edition,['Table of contents'],['http://www.loc.gov/catdir/toc/fy035/2002020932.html'],['http://www.loc.gov/catdir/toc/fy035/2002020932.html'],,['Essays.'],,[{'key': '/works/OL5956668W'}]
0,[{'key': '/authors/OL1409620A'}],Maya Rasker.,,,,,[4288976],,/type/datetime,2008-04-01T03:28:50.625462,,,,['839.3/1364'],,,,,,,,,['3435257'],,['1065083'],['078623783X'],,,/books/OL3559332M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:25:42.117412,5,['PT5881.28.A74 M4813 2002'],['2002021418'],,,,/type/text,"""Thorndike Press large print Basic series""--T.p. verso.",344.0,,,,,344 p. (large print) ;,,,meu,2002,"['Waterville, Me']",['Thorndike Press'],5,,,,,,,,,Unknown destination,,/type/edition,,,,,['Met onbekende bestemming.'],,[{'key': '/works/OL5774551W'}]
0,[{'key': '/authors/OL1389530A'}],Kathleen Jeffrie Johnson.,,,,,"[508277, 508141]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Surrounded by sexually unfaithful and physically beautiful adults, a fifteen-year-old fat girl misses her best friend who has recently moved, gives in to an older neighbor's sexual advances, and fails to recognize that a handsome black classmate likes her as she is.",['[Fic]'],1st ed.,,,,,['Fiction.'],,,"['1646584', '2873644']",,['227363'],"['0761317465', '0761328548']",,,/books/OL3560202M,[{'key': '/languages/eng'}],/type/datetime,2015-12-09T04:43:10.039782,6,['PZ7.J6324 Par 2002'],['2002023708'],,,,,,185.0,isbn_9780761317463,,,,185 p. ;,,,ctu,2002,"['Brookfield, Conn']",['Roaring Brook Press'],6,,['ia:isbn_9780761317463'],,,,"['Overweight persons -- Fiction.', 'Sexual ethics -- Fiction.', 'Beauty, Personal -- Fiction.']",,,The parallel universe of liars,,/type/edition,,,,,,,[{'key': '/works/OL5712878W'}]
0,[{'key': '/authors/OL221849A'}],retold by Susan Milord ; paintings by Lydia Dabcovich.,"['Dabcovich, Lydia, ill.']",,,,[706597],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"As was the custom in 1800s rural Quebec, Emily, the eldest of a poor family, is sent to live and work at a nearby farm, where her unexpected death is followed by a mysterious nocturnal event.",['[Fic]'],1st ed.,,,,,['Fiction.'],,,['1740964'],,['2099039'],['0916718182'],,,/books/OL3560325M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PZ7.M6445 Gh 2003'],['2002024004'],,,,,,,,,['49226282'],,1 v. (unpaged) :,,,vtu,2003,"['Middlebury, Vt']",['Vermont Folklife Center'],6,['The family heritage series'],,"['Ontario', 'Canada']",,"['19th century', '1763-1867']","['Household employees -- Fiction.', 'Ghosts -- Fiction.', 'Farm life -- Canada -- Fiction.', 'Ontario -- History -- 19th century -- Fiction.', 'Canada -- History -- 1763-1867 -- Fiction.']",,,The ghost on the hearth,,/type/edition,,,,,,,[{'key': '/works/OL1853831W'}]
0,[{'key': '/authors/OL88231A'}],Statius ; edited and translated by D.R. Shackleton Bailey.,"['Shackleton Bailey, D. R. 1917-']",,,,[414824],,/type/datetime,2008-04-01T03:28:50.625462,,,,['871/.01'],,,,,,"['Translations into English.', 'Poetry.']",,,['1475661'],,['3105484'],['0674996046'],,,/books/OL3560448M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:27:21.739279,7,"['PA6697.E5 S5 2003', 'PA6697.E5 S5 2003']",['2002024274'],,,,/type/text,Includes bibliographical references and index.,438.0,silvae00baehgoog,,,,"vii, 438 p. ;",,,mau,2003,"['Cambridge, Mass']",['Harvard University Press'],7,"['Loeb classical library ;', '206', 'Statius ;', '1']","['marc:marc_records_scriblio_net/part14.dat:29535212:1102', 'ia:silvae00baehgoog', 'ia:silvae01baehgoog']",['Rome'],,"['Domitian, 81-96']","['Occasional verse, Latin -- Translations into English', 'Rome -- History -- Domitian, 81-96 -- Poetry']",,,Silvae,,/type/edition,,,,,['Silvae.'],,[{'key': '/works/OL970352W'}]
0,[{'key': '/authors/OL27077A'}],Carl Hiaasen.,,,,,"[232227, 233876]",,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Roy, who is new to his small Florida community, becomes involved in another boy's attempt to save a colony of burrowing owls from a proposed construction site.",['[Fic]'],1st ed.,,,,,['Fiction.'],['IA115912'],,"['746966', '1037296']",,['123835'],"['0375821813', '0375921818']",,,/books/OL3560880M,[{'key': '/languages/eng'}],/type/datetime,2011-08-12T01:54:22.629747,12,['PZ7.H52 Ho 2002'],['2002025478'],,,,,,292.0,hoot00hiaa,,,,292 p. :,,,nyu,2002,['New York'],"['Alfred A. Knopf', 'Distributed by Random House']",12,,"['marc:marc_records_scriblio_net/part14.dat:29964328:1207', 'marc:marc_loc_updates/v36.i29.records.utf8:5999724:1208', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:30374697:2904', 'ia:hoot00hiaa']",['Florida'],,,"['Burrowing owl -- Fiction', 'Owls -- Fiction', 'Environmental protection -- Fiction', 'Florida -- Fiction']",,,Hoot,,/type/edition,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random051/2002025478.html', 'http://www.loc.gov/catdir/samples/random042/2002025478.html', 'http://www.loc.gov/catdir/description/random045/2002025478.html']","['http://www.loc.gov/catdir/bios/random051/2002025478.html', 'http://www.loc.gov/catdir/samples/random042/2002025478.html', 'http://www.loc.gov/catdir/description/random045/2002025478.html']",,,,[{'key': '/works/OL463581W'}]
0,[{'key': '/authors/OL27736A'}],Sharon Shinn.,,,,,[284056],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['Fiction.'],['IA170001'],['angelica00shin'],['543186'],,['45517'],['044101013X'],,,/books/OL3561775M,[{'key': '/languages/eng'}],/type/datetime,2011-10-24T17:22:01.181429,6,['PS3569.H499 A85 2003'],['2002027775'],,,,,,485.0,,,,,485 p. :,,,nyu,2003,['New York'],['Ace Books'],6,,['ia:angelica00shin'],,,,['Samaria (Imaginary place) -- Fiction.'],,,Angelica,,/type/edition,,,,,,,[{'key': '/works/OL15074069W'}]
0,[{'key': '/authors/OL21979A'}],Tami Hoag.,,,,,"[4290064, 4290051, 1470626]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],,,"['537097', '7171394']",,['2097153'],"['0786244348', '0754088812', '0754088820']",,,/books/OL3562020M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:29:09.505372,5,['PS3558.O333 R45 2003'],['2002028409'],,,,,,287.0,,,,,287 p. (large print) ;,,,meu,2003,"['Waterville, Me', 'Bath, England']","['Thorndike Press', 'Chivers Press']",5,,['marc:marc_records_scriblio_net/part14.dat:31057067:964'],['California'],,,"['Motion picture actors and actresses -- Fiction', 'Australians -- California -- Fiction', 'Widows -- Fiction', 'Large type books', 'California -- Fiction']",,,Reilly's return,,/type/edition,,,,,,,[{'key': '/works/OL134431W'}]
0,[{'key': '/authors/OL385015A'}],Jane Stanton Hitchcock.,,,,,[545825],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['Fiction.'],,,['1841578'],,['156803'],['0786868155'],,,/books/OL3562103M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:29:09.505372,5,['PS3558.I82 S63 2002'],['2002028542'],,,,,,338.0,,,,,338 p. ;,,,nyu,2002,['New York'],['Talk Miramax Books'],5,,,['New York (N.Y.)'],,,"['Inheritance and succession -- Fiction.', 'Socialites -- Fiction.', 'Revenge -- Fiction.', 'Widows -- Fiction.', 'New York (N.Y.) -- Fiction.']",,,Social crimes,,/type/edition,,,,,,,[{'key': '/works/OL2641767W'}]
0,[{'key': '/authors/OL1478259A'}],by Barbara Lockhart.,,,,,[1617732],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['Fiction.'],,,['2305140'],,['4852711'],['0870744763'],,,/books/OL3562389M,[{'key': '/languages/eng'}],/type/datetime,2014-07-31T08:55:16.492113,9,['PS3562.O256 R4 2002'],['2002029238'],,,,,,,requiemforsummer00lock,,['50205687'],,p. cm.,,,txu,2002,"['Dallas, Tex']",['Southern Methodist University Press'],9,,"['marc:marc_records_scriblio_net/part14.dat:31399293:943', 'marc:marc_loc_updates/v37.i38.records.utf8:17492397:943', 'ia:requiemforsummer00lock']","['Eastern Shore (Md. and Va.)', 'Maryland']",,,"['Manic-depressive persons -- Fiction', 'Father and child -- Fiction', 'Rural families -- Fiction', 'Farm life -- Fiction', 'Eastern Shore (Md. and Va.) -- Fiction', 'Maryland -- Fiction']",a novel,,Requiem for a summer cottage,,/type/edition,,,,,,,[{'key': '/works/OL5958144W'}]
0,[{'key': '/authors/OL1385524A'}],Ken Hodgson.,,,,,[1957373],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,,['Fiction.'],,,['1856445'],,,['1587243105'],,,/books/OL3562514M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,5,['PS3558.O34346 H3 2002'],['2002029607'],,,,,,308.0,,,['50291153'],,308 p. (large print) ;,,,mau,2002,"['Waterville, Me']",['Wheeler Pub.'],5,['Wheeler large print western series'],,"['Texas, West']",,,"['Kidnapping -- Fiction.', 'Large type books.', 'Texas, West -- Fiction.']",,,Hard bounty,,/type/edition,,,,,,,[{'key': '/works/OL5684703W'}]
0,[{'key': '/authors/OL1386135A'}],Jan Grape.,,,,,[1470895],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],,,,,,['Fiction.'],,,['1047557'],,['3959897'],['0786248416'],,,/books/OL3562626M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:29:57.219661,5,['PS3607.R373 F6 2002'],['2002029944'],,,,,,233.0,,,,,233 p. ;,,,meu,2002,"['Waterville, Me']",['Five Star'],5,['Five Star first edition mystery series'],,"['Austin (Tex.)', 'Texas', 'Austin']",,,"['Detective and mystery stories, American.', 'Women private investigators -- Texas -- Austin -- Fiction.', 'Austin (Tex.) -- Fiction.', 'Texas -- Fiction.']",,,Found dead in Texas,,/type/edition,,,,,,,[{'key': '/works/OL5693931W'}]
0,[{'key': '/authors/OL1425368A'}],Mary B. Morrison.,,,,,[1470915],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],,,['339670'],,['555230'],['0786248610'],,,/books/OL3563496M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PS3563.O87477 N48 2002'],['2002032258'],,,,,,461.0,,,['51728548'],,461 p. (large print) ;,,,meu,2002,"['Waterville, Me']",['Thorndike Press'],6,['Thorndike Press large print African-American series'],,,,,"['Triangles (Interpersonal relations) -- Fiction.', 'African American women -- Fiction.', 'Married women -- Fiction.', 'First loves -- Fiction.', 'Large type books.']",,,Never again once more,,/type/edition,,,,,,,[{'key': '/works/OL5817690W'}]
0,[{'key': '/authors/OL22256A'}],Ed McBain.,,,,,"[4290327, 4290023, 1471073]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],,,"['4898157', '6583318']",,['174622'],"['0786250410', '0754019373', '075409295X']",,,/books/OL3563759M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:31:44.823622,5,['PS3515.U585 F35 2003'],['2002032778'],,,,,,424.0,,,,,424 p. (large print) ;,,,meu,2003,"['Waterville, Me', 'Bath, England']","['Thorndike Press', 'Chivers Press']",5,['Thorndike Press large print Americana series'],['marc:marc_records_scriblio_net/part14.dat:32714648:942'],['United States'],,,"['87th Precinct (Imaginary place) -- Fiction', 'Police -- United States -- Fiction', 'Large type books']",a novel of the 87th Precinct,,Fat Ollie's book,,/type/edition,,,,,,,[{'key': '/works/OL167088W'}]
0,[{'key': '/authors/OL30665A'}],Brendan O'Carroll.,,,,,[400255],,/type/datetime,2008-04-01T03:28:50.625462,,,,['823.914'],,,,,,['Fiction.'],['IA118105'],['youngwanagnesbro00ocar'],['1112771'],,['820017'],['0670031143'],,,/books/OL3563892M,[{'key': '/languages/eng'}],/type/datetime,2011-12-15T09:54:07.887309,8,['PR6065.C36 Y68 2003'],['2002033092'],,,,,,208.0,youngwanagnesbro00ocar,,,,"xii, 208 p. ;",,,nyu,2003,['New York'],['Viking'],8,,"['marc:marc_records_scriblio_net/part14.dat:32837886:767', 'marc:marc_loc_updates/v35.i20.records.utf8:9973540:1081', 'ia:youngwanagnesbro00ocar']","['Dublin (Ireland)', 'Ireland']",,,"['Browne, Agnes (Fictitious character) -- Fiction', 'Women -- Ireland -- Fiction', 'Young women -- Fiction', 'Dublin (Ireland) -- Fiction']",an Agnes Browne novel,,The young wan,,/type/edition,,,,,,,[{'key': '/works/OL490931W'}]
0,[{'key': '/authors/OL22569A'}],by Debbie Hedstrom.,,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"In a series of letters written between 1856 and 1865, a Washington, D.C. student describes events in the life of Abraham Lincoln.",['[Fic]'],,,,,,,,,['1520761'],,['2343274'],['1576733009'],,,/books/OL356405M,[{'key': '/languages/eng'}],/type/datetime,2011-04-28T12:57:48.623154,6,['PZ7.H3566 Fte 1998'],['98016246'],,,,,,,,,['38853896'],,p. cm.,,,oru,1998,"['Sisters, Ore']",['Multnomah Publishers'],6,,"['marc:marc_records_scriblio_net/part27.dat:69015256:952', 'marc:marc_loc_updates/v37.i38.records.utf8:11337687:952']",['United States'],,['1849-1877'],"['Lincoln, Abraham, 1809-1865 -- Juvenile fiction', 'Lincoln, Abraham, 1809-1865 -- Fiction', 'Letters -- Fiction', 'United States -- History -- 1849-1877 -- Fiction']",,,From log cabin to White House with Abraham Lincoln,,/type/edition,,,,,,,[{'key': '/works/OL14866227W'}]
0,[{'key': '/authors/OL1478723A'}],Jeri Blair Debrohun.,,,,,[1254389],,,,,,,['874/.01'],,,,,,,,,['2569264'],,,['0472112767'],,,/books/OL3564501M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:50:35.620328,5,['PA6646 .D43 2003'],['2002035028'],,,,/type/text,Includes bibliographical references (p. 243-250) and indexes.,263.0,,,,,263 p. :,,,miu,2003,['Ann Arbor'],['University of Michigan Press'],5,,,['Rome'],,,"['Propertius, Sextus.', 'Elegiac poetry, Latin -- History and criticism.', 'Rome -- In literature.']",,,Roman Propertius and the reinvention of Elegy,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/umich051/2002035028.html'],['http://www.loc.gov/catdir/description/umich051/2002035028.html'],,,,[{'key': '/works/OL5959491W'}]
0,[{'key': '/authors/OL291437A'}],Catherine Jinks.,,,,,[516074],,/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"In twelth-century Jerusalem, orphaned sixteen-year-old Pagan is assigned to work for Lord Roland, a Templar knight, as Saladin's armies close in on the Holy City.",['[Fic]'],1st Candlewick Press ed.,,,,,"['Juvenile fiction.', 'Fiction.']",,,['1292559'],,['26141'],['076362019X'],,,/books/OL3566385M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:34:17.917016,5,['PZ7.J5754 Pag 2003'],['2002042883'],,,,/type/text,Sequel: Pagan in exile.,246.0,,,,,246 p. :,,,mau,2003,"['Cambridge, Mass']",['Candlewick Press'],5,,,,,,"['Crusades -- Third, 1189-1192 -- Juvenile fiction.', 'Crusades -- Third, 1189-1192 -- Fiction.', 'Knights and knighthood -- Fiction.', 'Orphans -- Fiction.']",,,Pagan's crusade,,/type/edition,,,,,,,[{'key': '/works/OL2247561W'}]
0,[{'key': '/authors/OL25024A'}],Jayne Ann Krentz.,,,,,"[4291391, 4290936, 4290922]",,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],Large print ed.,,,,,,,,['4021893'],,['40397'],"['0786251670', '0754073378', '0754073386']",,,/books/OL3566428M,[{'key': '/languages/eng'}],/type/datetime,2010-08-02T21:34:17.917016,5,['PS3561.R44 U54 2003'],['2002043006'],,,,,,327.0,,,,,327 p. (large print) ;,,,meu,2003,"['Waterville, Me', 'Bath, England']","['Thorndike Press', 'Chivers Press']",5,,,,,,['Large type books.'],,,Uneasy alliance,,/type/edition,,,,,,,[{'key': '/works/OL34332W'}]
0,[{'key': '/authors/OL24704A'}],Archer Mayor.,,,,,[691947],,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,,['Fiction.'],['IA170701'],['sniperswife00mayo'],['1690194'],,['471479'],['0892967676'],,,/books/OL3567742M,[{'key': '/languages/eng'}],/type/datetime,2012-02-20T20:53:10.677527,7,['PS3563.A965 S65 2002'],['2002067183'],,,,,,312.0,sniperswife00mayo,,,,"viii, 312 p. ;",,,nyu,2002,"['New York, NY']",['Mysterious Press'],7,,['ia:sniperswife00mayo'],['New York (N.Y.)'],,,"['Vietnamese Conflict, 1961-1975 -- Veterans -- Fiction.', 'Divorced men -- Fiction.', 'Revenge -- Fiction.', 'New York (N.Y.) -- Fiction.']",,,The sniper's wife,,/type/edition,,,,,,,[{'key': '/works/OL14927647W'}]
0,,edited by Laurie Champion and Rhonda Austin.,"['Champion, Laurie.', 'Austin, Rhonda.']",,,,[2376924],,,,,,,"['813/.5099287/03', 'B']",,,,,,"['Bio-bibliography', 'Dictionaries.', 'Biography']",,,['792018'],,,['0313316279'],,,/books/OL3568008M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:50:35.620328,3,['PS374.W6 C66 2002'],['2002067825'],,,,/type/text,Includes bibliographical references (p. [389]-393) and index.,407.0,,,,,"xiii, 407 p. ;",,,ctu,2002,"['Westport, Conn']",['Greenwood Press'],3,,,['United States'],,['20th century'],"['American fiction -- Women authors -- Bio-bibliography -- Dictionaries.', 'Women and literature -- United States -- History -- 20th century -- Dictionaries.', 'American fiction -- 20th century -- Bio-bibliography -- Dictionaries.', 'Novelists, American -- 20th century -- Biography -- Dictionaries.', 'Women novelists, American -- Biography -- Dictionaries.', 'American fiction -- Women authors -- Dictionaries.', 'American fiction -- 20th century -- Dictionaries.']",an A-to-Z guide,,Contemporary American women fiction writers,,/type/edition,,,,,,,
