,authors,by_statement,classifications.udc,contributions,contributors,copyright_date,covers,created.type,created.value,description,description.type,description.value,dewey_decimal_class,edition_name,first_sentence.type,first_sentence.value,full_title,genres,ia_box_id,ia_loaded_id,"identifiers.bodleian,_oxford_university",identifiers.british_library,identifiers.goodreads,identifiers.librarything,identifiers.shelfari,isbn_10,isbn_13,isbn_invalid,key,languages,last_modified.type,last_modified.value,latest_revision,lc_classifications,lccn,links,location,notes,notes.type,notes.value,number_of_pages,ocaid,oclc_number,oclc_numbers,other_titles,pagination,physical_dimensions,physical_format,publish_country,publish_date,publish_places,publishers,revision,series,source_records,subject_place,subject_time,subjects,subtitle,table_of_contents,title,title_prefix,type.key,uri_descriptions,uris,url,weight,work_title,work_titles,works
0,[{'key': '/authors/OL1438611A'}],Rebecca Tope.,,,,,[1169344],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],1st U.S. ed.,,,,['Fiction.'],,,,,['2030765'],['1357765'],,['0312302606'],,,/books/OL3683445M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:33:40.428776,7,['PR6070.O58 D43 2003'],['2003043138'],,,,,,343.0,,,,,343 p. ;,,,nyu,2003,['New York'],['Thomas Dunne Books'],7,,,"['England', 'Great Britain']",,"['Police -- Great Britain -- Fiction.', 'Farm life -- Fiction.', 'England -- Fiction.']",,,death to record,A ,/type/edition,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol052/2003043138.html', 'http://www.loc.gov/catdir/samples/hol051/2003043138.html', 'http://www.loc.gov/catdir/description/hol032/2003043138.html']","['http://www.loc.gov/catdir/bios/hol052/2003043138.html', 'http://www.loc.gov/catdir/samples/hol051/2003043138.html', 'http://www.loc.gov/catdir/description/hol032/2003043138.html']",,,,[{'key': '/works/OL5858573W'}]
0,[{'key': '/authors/OL40965A'}],Charles Dickens.,,,,,[313723],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.8'],,,,,['Fiction.'],,,,,['505051'],['2256'],,['0486426793'],,,/books/OL3683636M,[{'key': '/languages/eng'}],/type/datetime,2012-11-16T18:15:09.739977,10,['PR4566 .A1 2003'],['2003043537'],,,,,,452.0,,,['51629857'],,"iv, 452 p. ;",,,nyu,2003,"['Mineola, N.Y']",['Dover Publications'],10,['Dover giant thrift editions'],,['England'],,"['Girls -- Fiction.', 'Gamblers -- Fiction.', 'Grandfathers -- Fiction.', 'Antique dealers -- Fiction.', 'Loss (Psychology) -- Fiction.', 'Grandparent and child -- Fiction.', 'England -- Fiction.']",,,The old curiosity shop,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/dover032/2003043537.html'],['http://www.loc.gov/catdir/description/dover032/2003043537.html'],,,,[{'key': '/works/OL14869338W'}]
0,[{'key': '/authors/OL1516602A'}],by Annette M. Magid.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.6'],,,,,,,,,,['3872688'],,,['0773434550'],,,/books/OL3684013M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,5,['PS3613.A345 T86 2003'],['2003044522'],,,,,,61.0,,,['51817482'],,"iii, 61 p. ;",,,nyu,2003,"['Lewiston, N.Y']",['Mellon [sic] Poetry Press'],5,,,,,,,,Tunnel of stone,,/type/edition,,,,,,,[{'key': '/works/OL6033389W'}]
0,[{'key': '/authors/OL1435619A'}],William F. Gavin.,,,,,"[2370477, 179458]",/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,['Fiction.'],,,,,['1007268'],['193519'],,['0312312830'],,,/books/OL3684974M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,8,['PS3607.A985 O54 2003'],['2003046843'],,,,,,306.0,,,['52203296'],,306 p. ;,,,nyu,2003,['New York'],['Thomas Dunne Books'],8,,,['Southern States'],,"[""Legislators' spouses -- Fiction."", 'Coma -- Patients -- Fiction.', 'Legislators -- Fiction.', 'Southern States -- Fiction.']",,,One hell of a candidate,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol053/2003046843.html', 'http://www.loc.gov/catdir/description/hol041/2003046843.html']","['http://www.loc.gov/catdir/bios/hol053/2003046843.html', 'http://www.loc.gov/catdir/description/hol041/2003046843.html']",,,,[{'key': '/works/OL5849830W'}]
0,[{'key': '/authors/OL1393459A'}],Jane Ann Staw.,,,,,[178865],/type/datetime,2008-04-01T03:28:50.625462,,,,['808/.02/019'],1st ed.,,,,,,,,,['1282005'],['250500'],,['0312301200'],,,/books/OL3685151M,[{'key': '/languages/eng'}],/type/datetime,2015-10-11T04:35:48.708677,9,['PN171.W74 S73 2003'],['2003047133'],,,,,,241.0,unstucksupportiv00staw_0,,['52429705'],,241 p. ;,,,nyu,2003,['New York'],"[""St. Martin's Press""]",9,,['ia:unstucksupportiv00staw_0'],,,"[""Writer's block."", 'Authorship -- Psychological aspects.']",a supportive and practical guide to working through writer's block,,Unstuck,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol053/2003047133.html', 'http://www.loc.gov/catdir/description/hol041/2003047133.html']","['http://www.loc.gov/catdir/bios/hol053/2003047133.html', 'http://www.loc.gov/catdir/description/hol041/2003047133.html']",,,,[{'key': '/works/OL5731382W'}]
0,[{'key': '/authors/OL229268A'}],Ken Follett.,,,,,[1762986],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.914'],,,,,['Fiction.'],,,,,['2770735'],['55930'],,['1410401677'],,,/books/OL3685425M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,7,['PR6056.O45 H67 2003'],['2003047681'],,,,,,557.0,,,['52214615'],,557 p. (large print) ;,,,meu,2003,"['Waterville, Me']",['Large Print Press'],7,,,"['Denmark', 'England']",,"['World War, 1939-1945 -- Denmark -- Fiction.', 'World War, 1939-1945 -- England -- Fiction.', 'Radar -- Military applications -- Fiction.', 'Women intelligence officers -- Fiction.', 'Teenage boys -- Fiction.', 'Large type books.', 'Denmark -- Fiction.', 'England -- Fiction.']",,,Hornet flight,,/type/edition,,,,,,,[{'key': '/works/OL1914075W'}]
0,[{'key': '/authors/OL27048A'}],Faye Kellerman.,,,,,[1471380],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],Large print ed.,,,,['Fiction.'],,,,,['3650167'],['76199'],,['078625517X'],,,/books/OL3685469M,[{'key': '/languages/eng'}],/type/datetime,2014-07-31T21:20:24.594296,7,['PS3561.E3864 M55 2004'],['2003047787'],,,,,,631.0,milkhoneypeter00kell,,,,631 p. (large print) ;,,,meu,2004,"['Waterville, Me']",['Thorndike Press'],7,"['Thorndike Press large print famous authors', 'Thorndike Press large print famous authors series']",['ia:milkhoneypeter00kell'],"['Los Angeles (Calif.)', 'California', 'Los Angeles']",,"['Decker, Peter (Fictitious character) -- Fiction.', 'Lazarus, Rina (Fictitious character) -- Fiction.', 'Police -- California -- Los Angeles -- Fiction.', 'Police spouses -- Fiction.', 'Large type books.', 'Los Angeles (Calif.) -- Fiction.']",a Peter Decker/Rina Lazarus novel,,Milk and honey,,/type/edition,,,,,,,[{'key': '/works/OL462962W'}]
0,[{'key': '/authors/OL656430A'}],Victoria Strauss.,,,,,[237989],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],1st ed.,,,,,['IA140906'],['burningland00stra'],,,['2529446'],['356551'],,['0380978911'],,,/books/OL3686158M,[{'key': '/languages/eng'}],/type/datetime,2011-11-24T10:06:55.953277,10,['PS3569.T692266 B87 2004'],['2003049293'],,,,,,479.0,burningland00stra,,['52601320'],,479 p. :,,,nyu,2004,['New York'],['Eos'],10,,['ia:burningland00stra'],,,,,,The burning land,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/hc043/2003049293.html'],['http://www.loc.gov/catdir/description/hc043/2003049293.html'],,,,[{'key': '/works/OL3740546W'}]
0,[{'key': '/authors/OL20422A'}],Ivan Doig.,,,,,[471172],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],,,,,['1061609'],['5134682'],,['0743201353'],,,/books/OL3686657M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:37:07.546331,6,['PS3554.O415 P73 2003'],['2003050385'],,,,,,371.0,,,,,371 p. ;,,,nyu,2003,['New York'],['Scribner'],6,,['marc:marc_records_scriblio_net/part14.dat:150955357:1061'],"['Harlem (New York, N.Y.)', 'Montana']",,"['African American singers -- Fiction', 'African American men -- Fiction', 'Harlem Renaissance -- Fiction', 'Voice teachers -- Fiction', 'Harlem (New York, N.Y.) -- Fiction', 'Montana -- Fiction']",a novel,,Prairie nocturne,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/simon052/2003050385.html', 'http://www.loc.gov/catdir/description/simon041/2003050385.html']","['http://www.loc.gov/catdir/bios/simon052/2003050385.html', 'http://www.loc.gov/catdir/description/simon041/2003050385.html']",,,,[{'key': '/works/OL112143W'}]
0,[{'key': '/authors/OL31689A'}],Lynne Hinton.,,,,,,/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],Center Point large print ed.,,,,['Fiction.'],,,,,['2148191'],['171523'],,['1585473480'],,,/books/OL3687108M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:38:01.813684,5,['PS3558.I457 F67 2003'],['2003051497'],,,,,,208.0,,,,,208 p. (large print) ;,,,meu,2003,"['Thorndike, Me']",['Center Point Pub.'],5,,['marc:marc_records_scriblio_net/part14.dat:151387915:829'],['Southern States'],,"['Women -- Southern States -- Fiction', 'Female friendship -- Fiction', 'Church membership -- Fiction', 'Large type books', 'Southern States -- Fiction']",,,Forever friends,,/type/edition,,,,,,,[{'key': '/works/OL71761W'}]
0,[{'key': '/authors/OL20243A'}],Graham Greene.,,,,,[4309077],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.912'],,,,,['Fiction.'],,,,,['3101850'],,,['0786256567'],,,/books/OL3687809M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,5,['PR6013.R44 Q5 2003'],['2003053309'],,,,,,320.0,,,['52334790'],,320 p. (large print) ;,,,meu,2003,"['Waterville, Me']",['Thorndike Press'],5,['Thorndike Press large print Perennial Bestseller series'],['marc:marc_records_scriblio_net/part14.dat:152052278:1026'],"['Indochina', 'Vietnam']",,"['Indochinese War, 1946-1954 -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Americans -- Indochina -- Fiction', 'War correspondents -- Fiction', 'Large type books', 'Indochina -- Fiction', 'Vietnam -- Fiction']",,,The quiet American,,/type/edition,,,,,,,[{'key': '/works/OL106081W'}]
0,[{'key': '/authors/OL1130957A'}],[by Hélène Montardre ; illustrations by Eric Héliot ; translation by Dora O'Malley].,,"['Héliot, Eric, ill.', ""O'Malley, Dora.""]",,,[1958108],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,A child describes some differences between night and day.,['[E]'],,,,,['Fiction.'],,,,,['4280281'],,,['1587284812'],,,/books/OL3687845M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,7,['PZ7.M763445 Ni 2003'],['2003053382'],,,,/type/text,On board pages.,,,,['52858410'],['Night and day'],p. cm.,,,mnu,2003,"['Chanhassen, Minn']",['Two-Can Pub.'],7,['Turn and learn!'],"['marc:marc_records_scriblio_net/part14.dat:152088008:1003', 'marc:marc_loc_updates/v37.i38.records.utf8:20938959:1011']",,,"['Night -- Fiction', 'Day -- Fiction']",,,Night & day,,/type/edition,,,,,['Nuit et le jour.'],,[{'key': '/works/OL5126286W'}]
0,[{'key': '/authors/OL30085A'}],Frank Kermode.,,,,,[592444],/type/datetime,2008-04-01T03:28:50.625462,,,,['824/.914'],1st American ed.,,,,,,,,,['3090641'],['109537'],,['0809076012'],,,/books/OL3688387M,[{'key': '/languages/eng'}],/type/datetime,2010-10-27T19:10:56.716539,7,['PR55.K47 A25 2003'],['2003054727'],,,,/type/text,Includes bibliographical references and index.,466.0,,,,,"xii, 466 p. ;",,,nyu,2003,['New York'],"['Farrar, Straus and Giroux']",7,,"['marc:marc_records_scriblio_net/part14.dat:152603198:869', 'marc:marc_loc_updates/v38.i34.records.utf8:9092924:874']",,,['Criticism'],"essays and criticism, 1958-2002",,Pieces of my mind,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol052/2003054727.html', 'http://www.loc.gov/catdir/description/hol032/2003054727.html']","['http://www.loc.gov/catdir/bios/hol052/2003054727.html', 'http://www.loc.gov/catdir/description/hol032/2003054727.html']",,,,[{'key': '/works/OL480663W'}]
0,[{'key': '/authors/OL1391033A'}],Emily Barr.,,,,,[297362],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.92'],,,,,['Fiction.'],['IA118616'],,,,['49381'],['425216'],,['0452285038'],,,/books/OL3689094M,[{'key': '/languages/eng'}],/type/datetime,2011-08-11T23:37:08.265409,10,['PR6102.A77 C83 2003'],['2003056343'],,,,/type/text,"""Originally published in Great Britain as Cuban heels""--T.p. verso.",324.0,cubanovel00barr,,,,324 p. ;,,,nyu,2003,['New York'],['Plume'],10,,"['marc:marc_records_scriblio_net/part14.dat:153304356:867', 'marc:marc_loc_updates/v35.i20.records.utf8:12977688:1088', 'marc:marc_loc_updates/v37.i08.records.utf8:2504659:1089', 'ia:cubanovel00barr']","['England', 'Cuba']",,"['Eavesdropping -- Fiction', 'Neighborhood -- Fiction', 'Young women -- Fiction', 'Travelers -- Fiction', 'England -- Fiction', 'Cuba -- Fiction']",a novel,,Cuba,,/type/edition,,,,,['Cuban heels'],,[{'key': '/works/OL5719534W'}]
0,[{'key': '/authors/OL1517575A'}],written by Heidi Roemer ; illustrated by Hideko Takahashi.,,"['Takahashi, Hideko, ill.']",,,[580669],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"Poems that celebrate favorite things from different seasons of the year, each shaped like the subject at hand.",['811/.6'],1st ed.,,,,"['Juvenile poetry.', 'Poetry.']",,,,,['785624'],['1273341'],,['0805066209'],,,/books/OL3689212M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,8,['PS3618.O37 C57 2004'],['2003056568'],,,,,,47.0,,,['52749911'],,47 p. :,,,nyu,2004,['New York'],['Henry Holt'],8,,,,,"['Seasons -- Juvenile poetry.', ""Children's poetry, American."", 'Concrete poetry, American.', 'Size -- Poetry.', 'Shape -- Poetry.', 'Seasons -- Poetry.', 'American poetry.']",,,Come to my party and other shape poems,,/type/edition,"['Contributor biographical information', 'Publisher description']","['http://www.loc.gov/catdir/bios/hol055/2003056568.html', 'http://www.loc.gov/catdir/description/hol052/2003056568.html']","['http://www.loc.gov/catdir/bios/hol055/2003056568.html', 'http://www.loc.gov/catdir/description/hol052/2003056568.html']",,,,[{'key': '/works/OL6035679W'}]
0,[{'key': '/authors/OL767929A'}],Steven M. Oberhelman.,,,,,[4310072],/type/datetime,2008-04-01T03:28:50.625462,,,,['871/.0109'],,,,,,,,,,['2363709'],['9643396'],,['0773466673'],,,/books/OL3690430M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:42:18.711765,6,['PA2329 .O24 2003'],['2003059936'],,,,/type/text,Includes bibliographical references (p. 271-282) and index.,294.0,,,,,"vi, 294 p. ;",,,nyu,2003,"['Lewiston, N.Y']",['Edwin Mellen Press'],6,"['Studies in classics ;', 'v. 27']",,['Rome'],"['Empire, 30 B.C.-476 A.D.']","['Latin language -- Metrics and rhythmics.', 'Latin prose literature -- History and criticism.', 'Rome -- History -- Empire, 30 B.C.-476 A.D.']",first century B.C. to fourth century A.D.,,Prose rhythm in Latin literature of the Roman Empire,,/type/edition,,,,,,,[{'key': '/works/OL4098859W'}]
0,[{'key': '/authors/OL1412233A'}],Jacques Futrelle ; edited and with an introduction by Harlan Ellison.,,"['Ellison, Harlan.']",,,[606172],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],,,,,['Fiction.'],,,,,['310475'],['203310'],,['0812970144'],,,/books/OL3690539M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:42:18.711765,7,['PS3511.U97 A6 2003'],['2003060205'],,,,,,370.0,,,,,"xxxi, 370 p. :",,,nyu,2003,['New York'],['The Modern Library'],7,,,['Boston (Mass.)'],,"['Van Dusen, Augustus S. F. X. (Fictitious character) -- Fiction.', 'Detective and mystery stories, American.', 'College teachers -- Fiction.', 'Boston (Mass.) -- Fiction.']","the enigmatic problems of Prof. Augustus S.F.X. Van Dusen, Ph.D., LL.D., F.R.S., M.D., M.D.S.",,thinking machine,The ,/type/edition,"['Contributor biographical information', 'Sample text', 'Publisher description']","['http://www.loc.gov/catdir/bios/random055/2003060205.html', 'http://www.loc.gov/catdir/samples/random051/2003060205.html', 'http://www.loc.gov/catdir/description/random0413/2003060205.html']","['http://www.loc.gov/catdir/bios/random055/2003060205.html', 'http://www.loc.gov/catdir/samples/random051/2003060205.html', 'http://www.loc.gov/catdir/description/random0413/2003060205.html']",,,,[{'key': '/works/OL5780257W'}]
0,,"Edric Caldicott & Anne Fuchs, (eds.)",,"['Caldicott, C. E. J.', 'Fuchs, Anne.']",,,"[4979354, 4874717, 4310525, 4309610]",,,,,,['809/.894/0904'],,,,,,,,,,"['3589789', '3317667']",,,"['303910053X', '0820462942']",,,/books/OL3690575M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:54:29.990995,3,['PN771 .C847 2003'],['2003060304'],,,,/type/text,Includes bibliographical references and index.,422.0,,,,,422 p. ;,,,enk,2003,"['Oxford', 'New York']",['P. Lang'],3,,,['Europe.'],['20th century'],"['European literature -- 20th century -- History and criticism.', 'Memory -- Social aspects -- Europe.', 'Holocaust, Jewish (1939-1945), in literature.']",essays on European literature and history,,Cultural memory,,/type/edition,,,,,,,
0,[{'key': '/authors/OL1433669A'}],Lauren Kelly.,,,,,[29810],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st ed.,,,,['Fiction.'],['IA142301'],,,,['871183'],['828806'],,['0060565519'],,,/books/OL3690621M,[{'key': '/languages/eng'}],/type/datetime,2012-01-05T17:18:25.856465,8,['PS3565.A8 T27 2004'],['2003060439'],,,,,,229.0,takemetakemewith00kell,,,,229 p. ;,,,nyu,2004,['New York'],['Ecco'],8,,"['marc:marc_records_scriblio_net/part14.dat:154804341:837', 'marc:marc_loc_updates/v37.i50.records.utf8:4537117:843', 'ia:takemetakemewith00kell']",,,"['Women graduate students -- Fiction', 'Man-woman relationships -- Fiction', 'Suicidal behavior -- Fiction', 'Problem families -- Fiction', 'Revenge -- Fiction']",a novel of suspense,,"Take me, take me with you",,/type/edition,,,,,,,[{'key': '/works/OL16444826W'}]
0,[{'key': '/authors/OL219723A'}],Barbara Croft.,,,,,[4310001],,,,,,['813/.54'],Large print ed.,,,,['Fiction.'],,,,,['5049394'],,,['0786259582'],,,/books/OL3690746M,[{'key': '/languages/eng'}],/type/datetime,2010-04-16T04:54:29.990995,5,['PS3553.R5367 M66 2003b'],['2003060747'],,,,,,327.0,,,,,327 p. (large print) ;,,,meu,2003,"['Waterville, Me']",['Thorndike Press'],5,"['Thorndike Press large print core', 'Thorndike Press large print core series']",,"['United States', 'New York (N.Y.)', 'Chicago (Ill.)', 'New York (State)', 'New York']","['Civil War, 1861-1865']","['Suicide victims -- Fiction.', 'Suicide victims -- Family relationships -- Fiction.', 'Police -- New York (State) -- New York -- Fiction.', 'Prostitutes -- Fiction.', 'Ferries -- Fiction.', 'Large type books.', 'United States -- History -- Civil War, 1861-1865 -- Veterans -- Fiction.', 'New York (N.Y.) -- Fiction.', 'Chicago (Ill.) -- Fiction.']",,,Moon's crossing,,/type/edition,,,,,,,[{'key': '/works/OL1835151W'}]
0,[{'key': '/authors/OL30802A'}],Octavia E. Butler.,,,,,[588480],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],25th anniverary edition,,,,['Fiction.'],,,,,['60931'],['1094470'],,['0807083690'],,,/books/OL3691635M,[{'key': '/languages/eng'}],/type/datetime,2014-07-28T17:14:34.014697,8,['PS3552.U827 K5 2003'],['2003062862'],,,,/type/text,Includes bibliographical references (p. 281-284).,287.0,kindred00butl_126,,,,287 p. ;,,,mau,2003,['Boston'],['Beacon Press'],8,['Black women writers series'],"['marc:marc_records_scriblio_net/part14.dat:155792609:1123', 'ia:kindred00butl_126']","['Los Angeles (Calif.)', 'Southern States']",,"['African American women -- Fiction', 'Slaveholders -- Fiction', 'Time travel -- Fiction', 'Slavery -- Fiction', 'Slaves -- Fiction', 'Los Angeles (Calif.) -- Fiction', 'Southern States -- Fiction']",,,Kindred,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/hm041/2003062862.html'],['http://www.loc.gov/catdir/description/hm041/2003062862.html'],,,,[{'key': '/works/OL35616W'}]
0,[{'key': '/authors/OL20452A'}],Susan Wiggs.,,,,,[4311109],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],,,,,['3002196'],['39790'],,['158724568X'],,,/books/OL3692263M,[{'key': '/languages/eng'}],/type/datetime,2012-01-26T22:39:18.473758,7,['PS3573.I38616 H67 2004'],['2003064523'],,,,,,541.0,,,,,541 p. (large print) ;,,,meu,2004,"['Waterville, ME']",['Wheeler Pub.'],7,"['Wheeler large print romance', 'Wheeler large print romance series.']",,"['Isle Royale (Mich.)', 'Chicago (Ill.)']",,"['Kidnapping victims -- Fiction.', 'Rich people -- Fiction.', 'Hostages -- Fiction.', 'Revenge -- Fiction.', 'Fires -- Fiction.', 'Large type books.', 'Isle Royale (Mich.) -- Fiction.', 'Chicago (Ill.) -- Fiction.']",,,The hostage,,/type/edition,,,,,,,[{'key': '/works/OL4778071W'}]
0,[{'key': '/authors/OL2748402A'}],Max Brand.,,,,,[4311360],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.52'],1st ed.,,,,,,,,,['4639516'],,,['1594140464'],,,/books/OL3692340M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,6,['PS3511.A87 G66 2004'],['2003064711'],,,,,,270.0,,,['53331746'],,270 p. ;,,,meu,2004,"['Waterville, Me']",['Five Star'],6,,,,,,a western story,,The golden cat,,/type/edition,,,,,,,[{'key': '/works/OL14848706W'}]
0,[{'key': '/authors/OL230859A'}],Ricardo Alcantara ; illustrated by Gusti ; [translation by Elizabeth Uhlig].,,"['Rosemffet, Gustavo, ill.', 'Uhlig, Elizabeth, 1952-']",,,[3734590],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,"A dog and a cat living in the same household attempt to make each other's life miserable but only until night comes, the family goes to bed, and fear sets in.",['[E]'],,,,,['Fiction.'],['IA179001'],['dogcat00alca'],,,['2827616'],['1856151'],,['0761314202'],,,/books/OL369255M,[{'key': '/languages/eng'}],/type/datetime,2012-05-16T14:11:31.599583,7,['PZ7.A326 Do 1999'],['98029896'],,,,,,,dogcat00alca,,,,1 v. (unpaged) :,,,ctu,1999,"['Brookfield, Conn']",['Millbrook Press'],7,,['ia:dogcat00alca'],,,"['Cats -- Fiction.', 'Dogs -- Fiction.']",,,Dog and cat,,/type/edition,,,,,['Chien et chat.'],,[{'key': '/works/OL1925736W'}]
0,[{'key': '/authors/OL1426756A'}],Talitha Stevenson.,,,,,[543416],/type/datetime,2008-04-01T03:28:50.625462,,,,['823/.92'],1st Carroll & Graf ed.,,,,['Fiction.'],,,,,['2861476'],['1229297'],,['0786712791'],,,/books/OL3692616M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,8,['PR6119.T48 E47 2004'],['2003065390'],,,,,,218.0,,,['53325171'],,218 p. ;,,,nyu,2004,['New York'],['Carroll & Graf Publishers'],8,,"['marc:marc_records_scriblio_net/part14.dat:156727023:826', 'marc:marc_loc_updates/v36.i18.records.utf8:9573401:929']",['England'],,"['Young women -- Fiction', 'Single women -- Fiction', 'Parent and adult child -- Fiction', 'Adultery -- Fiction', 'England -- Fiction']",,,An empty room,,/type/edition,,,,,,,[{'key': '/works/OL5822619W'}]
0,[{'key': '/authors/OL244838A'}],Neecy Twinem.,,,,,[1623118],/type/datetime,2008-04-01T03:28:50.625462,,/type/text,Baby Gecko's experiences involve various colors.,['[E]'],,,,,"['Juvenile fiction.', 'Fiction.']",,,,,['4771586'],['6227068'],,['0873588517'],,,/books/OL3693255M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,9,['PZ10.3.T8975 Baf 2004'],['2003066897'],,,,/type/text,On board pages.,,,,['54400771'],,p. cm.,,,azu,2004,"['Flagstaff, Ariz']",['Rising Moon'],9,,"['marc:marc_records_scriblio_net/part14.dat:157356251:750', 'marc:marc_loc_updates/v37.i38.records.utf8:21852675:750', 'marc:marc_loc_updates/v38.i36.records.utf8:4511154:770']",,,"['Geckos -- Juvenile fiction', 'Geckos -- Fiction', 'Animals -- Infancy -- Fiction', 'Color -- Fiction']",,,Baby Gecko's colors,,/type/edition,,,,,,,[{'key': '/works/OL2027126W'}]
0,[{'key': '/authors/OL1518408A'}],Christopher Miller.,,,,,"[394368, 393514]",/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.6'],1st Mariner books ed.,,,,['Fiction.'],['IA173501'],,,,"['1483699', '1245618']",['240207'],,"['061814336X', '061838278X']",,,/books/OL3693426M,[{'key': '/languages/eng'}],/type/datetime,2012-04-06T02:27:26.919652,8,['PS3613.I533 S46 2004'],['2003067594'],,,,/type/text,"""A mariner book.""
Originally published as: Simon Silber, in 2002.",271.0,suddennoisesfrom00mill,,,,271 p. ;,,,mau,2004,['Boston'],['Houghton Mifflin'],8,,['ia:suddennoisesfrom00mill'],,,"['Composers -- Fiction.', 'Fathers and sons -- Fiction.']",a novel in liner notes,,Sudden noises from inanimate objects,,/type/edition,['Publisher description'],['http://www.loc.gov/catdir/description/hm041/2003067594.html'],['http://www.loc.gov/catdir/description/hm041/2003067594.html'],,['Simon Silber'],,[{'key': '/works/OL6037976W'}]
0,[{'key': '/authors/OL34425A'}],Rochelle Krich.,,,,,[1471729],/type/datetime,2008-04-01T03:28:50.625462,,,,['813/.54'],,,,,['Fiction.'],,,,,['6553682'],,,['0786262206'],,,/books/OL3693501M,[{'key': '/languages/eng'}],/type/datetime,2011-04-22T19:09:32.125408,5,['PS3561.R477 D74 2004'],['2003068556'],,,,,,568.0,,,['53814410'],,568 p. (large print) ;,,,meu,2004,"['Waterville, Me']",['Thorndike Press'],5,"[""Thorndike Press large print women's fiction"", ""Thorndike Press large print women's fiction series.""]",['marc:marc_records_scriblio_net/part14.dat:157589118:1088'],,,"['Blume, Molly (Fictitious character) -- Fiction', 'Historic buildings -- Conservation and restoration -- Fiction', 'Rich people -- Crimes against -- Fiction', 'Los Angeles (Calif.) -- Fiction', 'Women journalists -- Fiction', 'Missing persons -- Fiction', 'Arson -- Fiction', 'Large type books']",,,Dream house,,/type/edition,,,,,,,[{'key': '/works/OL53336W'}]
0,[{'key': '/authors/OL1518531A'}],Teri Youmans Grimm.,,,,,"[4311226, 1538742]",/type/datetime,2008-04-01T03:28:50.625462,,,,['811/.6'],,,,,,,,,,"['833567', '410291']",['8272084'],,"['0813027233', '0813027241']",,,/books/OL3694157M,[{'key': '/languages/eng'}],/type/datetime,2010-08-03T18:46:38.937701,6,['PS3607.R564 D47 2004'],['2003070507'],,,,,,60.0,,,,,60 p. ;,,,flu,2004,['Gainesville'],['University Press of Florida'],6,"['University of Central Florida contemporary poetry series', 'Contemporary poetry series (Orlando, Fla.)']",,,,,,,Dirt eaters,,/type/edition,,,,,,,[{'key': '/works/OL6038283W'}]
